,pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,st_spectype,sy_dist
4269,Kepler-135 c,Kepler-135,Transit,2014,1.16,,11.448708,0.103,,,,1.275,6090.0,,,621.855
4270,HAT-P-55 b,HAT-P-55,Transit,2015,14.84069045,189.42573057,3.5852313,0.04628,,1367.0,1.028,1.105,5804.0,0.09656,,511.388
4271,Kepler-1062 b,Kepler-1062,Transit,2016,1.76,,9.30412078,,,,0.75,0.7,4597.0,,,397.455
4272,HATS-59 b,HATS-59,Transit,2018,12.621334,256.17098,5.416081,0.06112,0.129,1128.0,1.038,1.036,5670.0,-0.00436,,642.884
4273,HD 173416 b,HD 173416,Radial Velocity,2008,,585.12209729,322.03,1.158,0.208,,2.0,13.5,4683.0,1.892,G8,132.184
4274,HIP 56640 b,HIP 56640,Radial Velocity,2021,,2151.69831539,2675.57603,4.55,0.118,,1.75,,,,,122.324
4275,Kepler-770 d,Kepler-770,Transit,2016,1.4,,4.15244722,,,,0.94,0.92,5598.0,,,930.457
4276,TYC 8998-760-1 b,TYC 8998-760-1,Imaging,2020,,4449.62,,162.0,,,1.0,,4573.0,-0.339,K3 IV,94.6177
4277,Kepler-1802 b,Kepler-1802,Transit,2021,1.671,,15.45020008,,,,0.649,0.637,4245.0,,,636.694
4278,Kepler-1106 b,Kepler-1106,Transit,2016,1.65,,1.252752174,,,,1.11,1.17,6104.0,,,1090.7
4279,Kepler-158 b,Kepler-158,Transit,2014,2.12,,16.709184,0.111,,,,0.624,4623.0,,,315.177
4280,TIC 139270665 c,TIC 139270665,Radial Velocity,2024,,1554.18091023,1010.0,2.0,0.566,200.0,1.035,1.016,5844.0,0.03222,G2,189.875
4281,Kepler-139 d,Kepler-139,Transit,2023,1.695,4.65807623,7.305699922,0.0755533961,0.0,,1.078,,,,,391.038
4282,HD 111998 b,HD 111998,Radial Velocity,2016,,1525.5763536,810.0,1.91,0.13,,1.4,,,,F6 V,33.2237
4283,Kepler-1205 b,Kepler-1205,Transit,2016,1.41,,1.078390352,,,,0.84,0.81,5226.0,,,698.485
4284,Kepler-53 c,Kepler-53,Transit,2012,3.17,36.0,38.5583038,,,,0.98,0.89,5858.0,,,1366.07
4285,Kepler-187 b,Kepler-187,Transit,2014,1.41,,4.938864,0.059,,,,1.287,6105.0,,,1143.0
4286,TOI-871 b,TOI-871,Transit,2024,1.664,,14.362565,0.1054,,621.0,0.758,0.719,4929.0,-0.56004,,68.0473
4287,Kepler-1368 b,Kepler-1368,Transit,2016,1.65,,0.675649486,,,,1.07,1.08,5906.0,,,1635.82
4288,Kepler-216 c,Kepler-216,Transit,2014,3.04,,17.406669,0.136,,,,1.26,6091.0,,,1187.47
4289,HIP 107773 b,HIP 107773,Radial Velocity,2015,,629.3034,144.3,0.72,0.09,,2.42,11.6,4945.0,1.87,K1 III,105.18
4290,Kepler-296 c,Kepler-296,Transit,2014,2.0,,5.8416366,0.0521,0.33,,0.498,0.48,3740.0,,,
4291,K2-291 b,K2-291,Transit,2019,1.589,6.49,2.225177,0.03261,0.0,,0.934,0.899,5520.0,-0.16622,,90.0562
4292,K2-146 c,K2-146,Transit,2019,2.19,7.49,4.00498,,0.075,,0.331,0.33,3385.0,,,79.3002
4293,HR 5183 b,HR 5183,Radial Velocity,2019,,1026.5909,27000.0,18.0,0.84,171.0,1.07,1.53,5794.0,,,31.4607
4294,Kepler-1508 b,Kepler-1508,Transit,2016,1.33,,20.7056504,,,,1.14,1.22,6158.0,,,1260.28
4295,Kepler-1784 b,Kepler-1784,Transit,2021,2.79936489,,13.59049988,,,,0.887,0.974,5442.0,,,883.045
4296,Kepler-123 c,Kepler-123,Transit,2014,1.48,,26.695074,0.181,,,,1.264,6089.0,,,1021.66
4297,HATS-15 b,HATS-15,Transit,2016,12.385945,689.6911,1.74748753,0.02712,0.126,1505.0,0.871,0.922,5311.0,-0.20412,G9 V,1139.55
4298,HD 220842 b,HD 220842,Radial Velocity,2016,,1010.6994,218.47,0.74,0.404,,1.13,,5960.0,,F8,64.6498
4299,Kepler-963 b,Kepler-963,Transit,2016,2.66,,9.97683705,,,,0.91,0.87,5461.0,,,771.494
4300,Kepler-1771 b,Kepler-1771,Transit,2021,4.05537256,,88.64399719,,,,0.941,0.934,5661.0,,,565.752
4301,TOI-2046 b,TOI-2046,Transit,2022,16.14093221,731.0053361,1.4971842,,,,1.13,1.21,6250.0,,F8 V,289.668
4302,HD 35843 c,HD 35843,Transit,2025,2.54,11.32,46.9622,0.25,0.153,479.0,0.94,0.897,5666.0,-0.12494,,69.6026
4303,OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,Microlensing,2021,,101.70509024,,2.72,,,0.25,,,,,7060.0
4304,GJ 3942 b,GJ 3942,Radial Velocity,2017,,7.14,6.905,0.0608,0.121,590.0,0.63,0.61,3867.0,-1.12,M0,16.9287
4305,Kepler-1283 b,Kepler-1283,Transit,2016,1.91,,12.9460978,,,,1.16,1.25,6175.0,,,2921.99
4306,MOA-2016-BLG-319L b,MOA-2016-BLG-319L,Microlensing,2018,,200.0,,0.95,,,0.15,,,,,6800.0
4307,Kepler-1547 b,Kepler-1547,Transit,2016,0.9,,0.692979676,,,,1.12,1.18,6078.0,,,674.695
4308,Kepler-462 c,Kepler-462,Transit,2020,4.0,6.0,207.62,,0.11,,1.59,1.57,7500.0,,,596.625
4309,Kepler-1221 b,Kepler-1221,Transit,2016,1.88,,12.00096042,,,,0.87,0.82,5194.0,,,913.65
4310,Kepler-284 b,Kepler-284,Transit,2014,2.24,,12.699149,0.104,,,,0.814,5615.0,,,1031.95
4311,Kepler-777 b,Kepler-777,Transit,2016,1.47,,5.72812599,,,,0.58,0.56,4043.0,,,443.106
4312,Kepler-213 c,Kepler-213,Transit,2014,2.34,,4.822962,0.057,,,,1.195,5696.0,,,634.939
4313,GJ 685 b,GJ 685,Radial Velocity,2019,,9.0,24.16,0.1344,0.0,,0.55,0.54,3816.0,-1.253,M0.5,14.3155
4314,Kepler-1921 b,Kepler-1921,Transit,2021,2.89459458,,20.03479958,,,,1.251,2.0,6120.0,,,928.989
4315,HD 216520 b,HD 216520,Radial Velocity,2020,,10.26,35.45,0.198,0.09,,0.82,0.76,5103.0,-0.452,,19.552
4316,Kepler-85 c,Kepler-85,Transit,2012,1.978,2.15,12.51,,0.027,,0.928,0.875,5505.2,,,765.025
4317,KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,Microlensing,2023,,5.19,,1.38,,,0.32,,,,,7090.0
4318,HD 141399 d,HD 141399,Radial Velocity,2014,,375.0394,1069.8,2.09,0.074,,1.07,,5600.0,,K0,37.0169
4319,TOI-1136 e,TOI-1136,Transit,2022,,6.07,18.801,,0.0425,737.0,1.022,0.968,5770.0,,,84.5362
4320,K2-261 b,K2-261,Transit,2018,9.26982704,68.96876432,11.6334681,0.1086,0.274,1036.0,1.107,1.663,5490.0,0.35392,,213.283
4321,TOI-2407 b,TOI-2407,Transit,2025,4.26,,2.702969,0.033,0.08,705.0,0.548,0.567,3530.0,-1.34872,,92.4366
4322,Kepler-1997 b,Kepler-1997,Transit,2023,2.28,,26.7575866,0.1815,0.0,660.0,1.111,1.052,6215.0,,,1502.34
4323,Kepler-973 b,Kepler-973,Transit,2016,1.96,,49.6077331,,,,0.86,0.78,5213.0,,,328.52
4324,Kepler-297 d,Kepler-297,Transit,2023,32.6,,150.0189511,0.523,0.0,325.0,0.846,0.897,5618.0,,,692.14
4325,Kepler-799 c,Kepler-799,Transit,2021,2.78068551,,15.19419956,,,,1.031,1.593,5588.0,,,
4326,Kepler-1317 b,Kepler-1317,Transit,2016,1.56,,0.568874427,,,,0.83,0.79,5144.0,,,728.303
4327,Kepler-1010 b,Kepler-1010,Transit,2016,2.32,,34.2685705,,,,0.86,0.82,5253.0,,,579.273
4328,Kepler-279 d,Kepler-279,Transit,2013,3.1,37.5,54.414,,,,1.1,1.07,,,,1037.4
4329,Kepler-1152 b,Kepler-1152,Transit,2016,0.87,,1.646801908,,,,0.55,0.53,3964.0,,,215.233
4330,Kepler-236 b,Kepler-236,Transit,2014,1.57,,8.295611,0.065,,,,0.51,3750.0,,,288.763
4331,Kepler-976 b,Kepler-976,Transit,2016,3.96,,105.9564148,,,,0.87,0.83,5232.0,,,1012.41
4332,HD 151450 b,HD 151450,Radial Velocity,2022,,38.45723725,21.89288,0.16,0.496,,1.14,,,,,43.6002
4333,Kepler-148 b,Kepler-148,Transit,2014,1.8,,1.729366,0.028,,,,0.851,5272.0,,,791.163
4334,Kepler-916 b,Kepler-916,Transit,2016,1.76,,32.2968798,,,,0.85,0.81,5248.0,,,830.712
4335,Kepler-288 b,Kepler-288,Transit,2014,1.67,,6.097326,0.065,,,,1.091,5918.0,,,1194.15
4336,KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,Microlensing,2021,,346.43296363,,4.27,,,0.69,,,,,5910.0
4337,Kepler-267 d,Kepler-267,Transit,2014,2.27,,28.464515,0.154,,,,0.555,4258.0,,,264.993
4338,Kepler-402 e,Kepler-402,Transit,2014,1.46,,11.242861,0.102,,,,1.264,6090.0,,,625.339
4339,OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,Microlensing,2021,,8.4,,1.54,,,0.37,,,,,7400.0
4340,WASP-31 b,WASP-31,Transit,2010,17.363,151.916,3.4059096,0.04659,0.0,,1.163,1.252,6302.0,,,383.829
4341,Kepler-822 b,Kepler-822,Transit,2016,1.77,,3.222969273,,,,1.06,1.08,5928.0,,,860.391
4342,Kepler-621 b,Kepler-621,Transit,2016,2.3,,2.628113746,,,,0.72,0.68,4521.0,,,
4343,Kepler-1222 b,Kepler-1222,Transit,2016,0.79,,1.916944254,,,,0.84,0.8,5239.0,,,415.218
4344,WASP-172 b,WASP-172,Transit,2018,17.59813,149.3801,5.477433,0.0694,0.0,1740.0,1.49,1.91,6900.0,,F1 V,538.11
4345,Kepler-352 c,Kepler-352,Transit,2014,1.24,,16.332995,0.118,,,,0.781,5212.0,,,252.733
4346,KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,Microlensing,2022,,365.50266805,,3.81,,,0.66,,,,,4310.0
4347,EPIC 212587672 b,EPIC 212587672,Transit,2019,1.26,,15.28078,,,756.0,0.99,0.98,6004.0,,,320.07
4348,Kepler-121 b,Kepler-121,Transit,2014,2.34,,3.177422,0.039,,,,0.701,5311.0,,,510.523
4349,Kepler-281 b,Kepler-281,Transit,2014,2.82,,14.646008,0.117,,,,0.899,5723.0,,,1745.45
4350,Kepler-1981 b,Kepler-1981,Transit,2023,9.23,,453.54212,1.3292,0.0,390.0,1.519,3.006,5874.0,,,659.395
4351,KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,Microlensing,2024,,39.41072247,,2.31,,,0.47,,,,,7070.0
4352,Kepler-295 b,Kepler-295,Transit,2014,1.22,,12.645164,0.099,,,,0.898,5603.0,,,1699.19
4353,Kepler-289 c,Kepler-289,Transit,2014,11.23,157.18,125.8723,,,,1.08,1.0,5990.0,0.061,,704.438
4354,2MASS J04414489+2301513 b,2MASS J04414489+2301513,Imaging,2010,,2383.6,,15.0,,,0.019,,,,M8.5,
4355,Kepler-1883 b,Kepler-1883,Transit,2021,3.25107395,,103.427002,,,,1.086,1.024,6208.0,,,1377.61
4356,Kepler-1812 b,Kepler-1812,Transit,2021,2.3249424,,7.165219784,,,,1.162,1.103,6174.0,,,1409.19
4357,Kepler-790 b,Kepler-790,Transit,2016,2.18,,13.73469807,,,,0.84,0.8,5208.0,,,703.168
4358,TOI-125 c,TOI-125,Transit,2019,2.759,6.63,9.15059,0.0814,0.066,827.8,0.859,0.848,5320.0,-0.28483,K0 V,111.059
4359,Kepler-10 c,Kepler-10,Transit,2011,2.355,11.29,45.294301,0.241,0.136,579.0,0.91,1.065,5708.0,,,185.506
4360,TOI-2084 b,TOI-2084,Transit,2023,2.47,,6.0784247,0.05006,,527.0,0.453,0.475,3551.0,-1.49214,M2+/-0.5,114.549
4361,Kepler-245 d,Kepler-245,Transit,2014,3.03,,36.277108,0.202,,,,0.795,5100.0,,,861.527
4362,HD 10647 b,HD 10647,Radial Velocity,2006,,298.75,989.2,2.015,0.15,,1.11,1.1,6218.0,0.149,F9 V,17.3357
4363,TOI-1347 c,TOI-1347,Transit,2024,1.6,6.4,4.841962,,0.0,1000.0,0.913,0.83,5464.0,-0.25964,,147.476
4364,K2-272 b,K2-272,Transit,2018,3.13,,14.4536756,0.1007,,747.0,0.86,0.83,5397.0,,,423.065
4365,Kepler-940 b,Kepler-940,Transit,2016,3.34,,59.6225257,,,,0.97,0.96,5769.0,,,1260.78
4366,Kepler-417 b,Kepler-417,Transit Timing Variations,2014,2.31,11.0,12.331,,,,0.9,0.806,,,,973.989
4367,Kepler-1464 c,Kepler-1464,Transit,2016,1.0,,5.32786292,,,,1.02,1.01,5828.0,,,1151.73
4368,Kepler-1392 b,Kepler-1392,Transit,2016,1.96,,15.1410397,,,,0.88,0.85,5479.0,,,
4369,Kepler-286 e,Kepler-286,Transit,2014,1.77,,29.221289,0.176,,,,0.863,5580.0,,,1226.85
4370,OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,Microlensing,2016,,80.0,2557.0,2.59,,,0.41,,,,M,2760.0
4371,Kepler-882 b,Kepler-882,Transit,2016,1.23,,3.989539666,,,,0.9,0.87,5476.0,,,504.605
4372,TOI-2969 b,TOI-2969,Transit,2025,12.32987877,368.68095212,1.8237146,0.0261,0.0,1186.0,0.71,0.7,4738.0,-0.58503,K3 V,163.996
4373,TOI-3353.01,TOI-3353,Transit,2024,2.6667555,,4.6657965,0.060118218,,1264.36,1.332089,1.0207,6365.0,,,78.7577
4374,HD 4208 b,HD 4208,Radial Velocity,2001,,257.4423,832.97,1.662,0.042,,0.883,0.846,5717.0,,,34.1937
4375,TOI-1269 b,TOI-1269,Transit,2024,2.40144286,6.4,4.2529913,0.0496,0.0,1004.9,0.9027,0.8521,5499.0,-0.21968,,172.138
4376,HD 9446 c,HD 9446,Radial Velocity,2009,,578.426,192.9,0.654,0.06,,1.0,1.0,5793.0,0.04139,G5 V,50.3503
4377,HATS-12 b,HATS-12,Transit,2016,7.76,,3.142702,0.0441,,1446.0,1.16,1.17,6357.0,,,746.138
4378,KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,Microlensing,2022,,19.05,,1.52,,,0.24,,,,,6640.0
4379,HD 218566 b,HD 218566,Radial Velocity,2010,,63.566,225.7,0.69,0.3,,0.76,0.85,4730.0,,,28.8274
4380,OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,Microlensing,2018,,860.0,,1.8,,,0.33,,,,,6900.0
4381,Kepler-1388 d,Kepler-1388,Transit,2016,2.86,,20.9568158,,,,0.63,0.61,4098.0,,,453.795
4382,Kepler-1966 b,Kepler-1966,Transit,2021,1.10479327,,8.617429733,,,,0.797,0.84,5009.0,,,484.601
4383,VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,Imaging,2015,13.67495645,5085.254512,5800000.0,350.0,0.68,1194.0,,,,,,
4384,Kepler-139 c,Kepler-139,Transit,2014,3.38,,157.072878,0.586,,,,1.3,5594.0,,,391.038
4385,Kepler-359 b,Kepler-359,Transit,2014,3.53,,25.563222,0.178,,,,1.086,6248.0,,,1443.21
4386,Kepler-672 b,Kepler-672,Transit,2016,2.5,,38.3774623,,,,0.95,0.92,5627.0,,,1033.93
4387,TOI-2193 A b,TOI-2193 A,Transit,2022,19.83989584,298.75870258,2.1225735,0.03319,0.0,1763.0,1.082,1.248,5966.0,0.25018,,337.064
4388,HD 134060 c,HD 134060,Radial Velocity,2019,,29.29,1291.5646,2.3928,0.11,,1.095,,5966.0,0.15836,G3 IV,24.0125
4389,Kepler-605 c,Kepler-605,Transit,2016,0.86,,2.358951515,,,,0.91,0.88,5462.0,,,556.58
4390,TOI-1777.01,TOI-1777,Transit,2024,2.246,,14.650111974,0.119466,,,1.06,0.98,5859.0,,,79.7665
4391,HD 60532 b,HD 60532,Radial Velocity,2008,,336.8998,201.9,0.77,0.26,,1.5,2.57,6245.0,,,25.9716
4392,TOI-1749 d,TOI-1749,Transit,2021,2.52,15.0,9.0497,0.0707,0.062,533.0,0.58,0.55,3985.0,,M0 V,99.5561
4393,Kepler-813 b,Kepler-813,Transit,2016,2.14,,19.12947337,,,,0.95,0.93,5743.0,,,
4394,Kepler-99 b,Kepler-99,Transit,2014,1.48,6.15,4.60358,,,,0.79,0.73,4782.0,,,208.369
4395,WASP-26 b,WASP-26,Transit,2010,13.56289,270.1555,2.7566,,0.0,,0.86,1.22,6034.0,,,252.759
4396,HAT-P-46 b,HAT-P-46,Transit,2014,14.392,156.684,4.463129,0.0577,0.123,1458.0,1.284,1.396,6120.0,0.391,,290.736
4397,TIC 393818343 b,TIC 393818343,Transit,2024,12.18416202,1379.37528638,16.24921,0.1291,0.6058,805.5,1.082,1.086,5756.0,0.06744,,93.7345
4398,Kepler-517 b,Kepler-517,Transit,2016,2.67,,60.92832271,,,,0.95,0.98,5690.0,,,289.907
4399,Kepler-924 b,Kepler-924,Transit,2016,3.07,,61.0370117,,,,1.14,1.23,6167.0,,,1053.04
4400,Kepler-1009 b,Kepler-1009,Transit,2016,2.17,,11.35011917,,,,0.59,0.57,4027.0,,,355.019
4401,WASP-161 b,WASP-161,Transit,2018,12.811887,791.3967,5.4060425,0.0673,,1557.0,1.39,1.712,6400.0,0.64738,,343.08
4402,HATS-27 b,HATS-27,Transit,2016,16.8135,168.4499,4.637038,0.0611,0.581,1659.0,1.415,1.74,6438.0,0.66932,F,816.988
4403,K2-238 b,K2-238,Transit,2018,14.5717,273.3338,3.20466,0.046,0.0,1587.0,1.19,1.59,5630.0,,G2 V,537.963
4404,GJ 3323 b,GJ 3323,Radial Velocity,2017,,2.02,5.3636,0.03282,0.23,,0.164,0.119,3159.0,-2.56864,M4,5.37484
4405,HD 145934 b,HD 145934,Radial Velocity,2015,,658.5404593,2751.53433,4.89,0.078,,2.058,,,,,227.881
4406,47 UMa d,47 UMa,Radial Velocity,2009,,521.22,14002.0,11.6,0.16,,1.06,1.21334,5872.0,0.1978,,13.7967
4407,TYC 1422-614-1 c,TYC 1422-614-1,Radial Velocity,2014,,3178.0,559.3,1.37,0.048,,1.15,6.85,4806.0,1.35,,672.41
4408,Kepler-932 b,Kepler-932,Transit,2016,1.37,,1.921437396,,,,0.87,0.84,5331.0,,,465.612
4409,Kepler-552 b,Kepler-552,Transit,2016,3.95,,5.263415765,,,,1.03,1.04,5863.0,,,843.689
4410,HD 87816 b,HD 87816,Radial Velocity,2025,,2142.16346318,484.17,1.618,0.78,,2.41,9.0,4989.0,1.65514,K0 III,133.233
4411,Wolf 1061 b,Wolf 1061,Radial Velocity,2015,,1.91,4.8869,0.0375,0.15,,0.294,0.307,3342.0,-1.9914,M3.5,4.30592
4412,HIP 41378 f,HIP 41378,Transit,2016,9.2,12.0,542.07975,,,294.0,1.16,1.273,6320.0,,,106.289
4413,HD 116029 c,HD 116029,Radial Velocity,2018,,403.6441,907.0,,0.038,,1.33,,,,,123.245
4414,TOI-4914 b,TOI-4914,Transit,2024,12.87,227.0,10.60057,0.098,0.408,894.0,1.03,1.0,5805.0,0.00903,,299.89
4415,HD 5891 b,HD 5891,Radial Velocity,2011,,2425.0429,177.11,0.64,0.07,,1.93,10.64,4673.0,,,283.502
4416,HD 224538 b,HD 224538,Radial Velocity,2016,,2075.73732612,1202.05199,2.375,0.476,,1.23,,,,,79.0608
4417,KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,Microlensing,2018,,1450.0,,1.08,,,0.039,,,,,6260.0
4418,Kepler-895 b,Kepler-895,Transit,2016,1.54,,2.806242328,,,,0.65,0.61,4315.0,,,540.134
4419,TOI-700 c,TOI-700,Transit,2020,2.6,,16.051137,0.0929,0.068,,0.415,0.421,3459.0,-1.64016,M2.5 V,31.1265
4420,Kepler-1756 b,Kepler-1756,Transit,2021,1.47199944,,2.355750084,,,,0.781,0.812,4915.0,,,
4421,Kepler-258 b,Kepler-258,Transit,2014,4.06,,13.19722,0.103,,,,0.915,4942.0,,,575.988
4422,Kepler-1869 b,Kepler-1869,Transit,2021,1.11955354,,8.167360306,,,,0.987,0.902,5808.0,,,113.025
4423,WASP-126 b,WASP-126,Transit,2016,,90.3,3.28883,,,,1.12,1.27,5800.0,,,216.526
4424,Kepler-351 d,Kepler-351,Transit,2016,2.72,,142.544247,,,,0.81,0.78,5225.0,,,1083.91
4425,TOI-500 b,TOI-500,Transit,2022,1.166,1.42,0.548177,0.01189,0.063,1617.0,0.74,0.678,4440.0,,K6 V,47.3924
4426,TOI-2529 b,TOI-2529,Transit,2024,11.54525012,743.71847238,64.5949,0.327,0.021,636.0,1.11,1.7,5802.0,0.46389,,296.271
4427,Kepler-1207 b,Kepler-1207,Transit,2016,1.62,,13.68237119,,,,1.06,1.06,5909.0,,,1754.19
4428,Kepler-1081 b,Kepler-1081,Transit,2016,1.01,,3.856918547,,,,0.88,0.84,5345.0,,,420.215
4429,Kepler-295 d,Kepler-295,Transit,2014,1.36,,33.884054,0.192,,,,0.898,5603.0,,,1699.19
4430,Kepler-239 b,Kepler-239,Transit,2014,2.33,,11.763051,0.095,,,,0.763,4914.0,,,648.109
4431,HD 5319 b,HD 5319,Radial Velocity,2007,,494.54348,637.1,1.57,0.092,,1.27,4.06,4871.0,,,121.405
4432,Kepler-1119 b,Kepler-1119,Transit,2016,1.92,,8.3265153,,,,1.11,1.17,6083.0,,,1757.23
4433,Kepler-1332 b,Kepler-1332,Transit,2016,1.37,,11.87456832,,,,0.95,0.9,5581.0,,,528.685
4434,Kepler-254 b,Kepler-254,Transit,2014,3.87,,5.826662,0.064,,,,0.91,5957.0,,,1389.48
4435,Kepler-988 b,Kepler-988,Transit,2016,2.07,,17.76080053,,,,0.55,0.53,4005.0,,,304.889
4436,HD 158259 e,HD 158259,Radial Velocity,2020,,6.08,7.951,,,,1.08,1.21,,,G0,27.0498
4437,Kepler-1632 b,Kepler-1632,Transit,2016,2.47,,448.303558,,,,1.12,1.19,6137.0,,,716.76
4438,Kepler-608 b,Kepler-608,Transit,2016,3.64,,6.412515037,,,,1.0,1.01,5820.0,,,946.683
4439,Kepler-1961 b,Kepler-1961,Transit,2021,1.6187808,,5.604710102,,,,0.871,0.777,5401.0,,,1042.45
4440,TOI-558 b,TOI-558,Transit,2021,12.17295304,1147.36054927,14.574071,0.1291,0.298,1061.0,1.349,1.496,6466.0,0.54654,F V,402.63
4441,Kepler-331 c,Kepler-331,Transit,2014,1.84,,17.28111,0.105,,,,0.492,4347.0,,,580.119
4442,GJ 163 b,GJ 163,Radial Velocity,2013,,10.6,8.63182,0.0607,0.073,,,,,,,15.1285
4443,Kepler-101 c,Kepler-101,Transit,2014,1.25,3.78,6.02976,0.0684,0.0,1413.0,1.17,1.56,5667.0,,G3 IV,927.981
4444,TIC 46432937 b,TIC 46432937,Transit,2024,13.31626907,1017.0509024,1.44044527,0.02065,0.009,872.0,0.563,0.5299,3572.0,-1.3851,,90.5369
4445,TOI-4377 b,TOI-4377,Transit,2023,15.10970598,304.1617855,4.378081,0.0579,0.045,,1.36,3.52,4974.0,0.82217,,455.82
4446,Kepler-176 b,Kepler-176,Transit,2014,1.43,,5.433074,0.058,,,,0.891,5232.0,,,527.321
4447,Kepler-1050 b,Kepler-1050,Transit,2016,1.6,,15.3787546,,,,1.09,1.13,6010.0,,,490.488
4448,EPIC 201238110 b,EPIC 201238110,Transit,2019,1.87,,28.1656,,,,0.41,,,,,159.259
4449,Kepler-1718 b,Kepler-1718,Transit,2021,2.5685207,,135.1880035,,,,0.846,0.906,5731.0,,,375.522
4450,Kepler-809 b,Kepler-809,Transit,2016,3.01,,55.63934,,,,0.99,0.98,5734.0,,,961.405
4451,HD 37605 c,HD 37605,Radial Velocity,2012,,1013.8777,2720.0,3.74,0.03,,0.94,0.91,5329.0,-0.22,K0,46.7864
4452,HD 216536 b,HD 216536,Radial Velocity,2015,,333.7215,148.60001,0.61,0.38,,0.81,9.83,4639.0,,,376.233
4453,GJ 667 C b,GJ 667 C,Radial Velocity,2012,,,7.203,,0.2,,,,,,,7.24396
4454,K2-382 b,K2-382,Transit,2022,2.072,,21.700156,,,,0.922,0.811,5452.0,,,278.412
4455,Kepler-547 b,Kepler-547,Transit,2016,4.0,,6.010384289,,,,0.78,0.73,4828.0,,,378.972
4456,Kepler-1563 b,Kepler-1563,Transit,2016,0.75,,3.43276598,,,,1.0,0.99,5765.0,,,616.697
4457,GJ 3929 c,GJ 3929,Radial Velocity,2022,,5.71,15.04,0.081,0.0,317.0,0.313,0.32,3384.0,-1.96257,,15.8095
4458,Kepler-1746 b,Kepler-1746,Transit,2021,8.93504475,,321.2120056,,,,1.09,1.286,6018.0,,,979.541
4459,Kepler-57 b,Kepler-57,Transit,2012,3.135,25.06,5.72,,0.0162,,0.859,0.826,5187.9,,,644.14
4460,HAT-P-4 b,HAT-P-4,Transit,2007,14.28,213.255,3.056536,0.04438,0.0,1686.0,1.248,1.596,5860.0,0.431,,320.451
4461,Kepler-54 c,Kepler-54,Transit,2012,1.23,,12.0717249,,,,0.51,0.5,3705.0,,,271.701
4462,Kepler-1337 b,Kepler-1337,Transit,2016,2.41,,24.4002549,,,,0.7,0.67,4523.0,,,601.629
4463,GJ 3293 c,GJ 3293,Radial Velocity,2015,,21.09,122.6196,0.36175,0.11,,0.42,0.404,3466.0,-1.65758,M2.5,20.1903
4464,Kepler-1993 b,Kepler-1993,Transit,2023,4.15,,26.6565737,0.1943,0.0,903.0,1.373,3.062,5159.0,,,1031.91
4465,K2-390 b,K2-390,Transit,2022,4.662,,3.312792,,,,0.789,0.966,5558.0,,,456.122
4466,Kepler-339 d,Kepler-339,Transit,2014,1.17,,10.558345,0.091,,,,0.802,5631.0,,,616.637
4467,Kepler-108 b,Kepler-108,Transit,2014,8.65,,49.183921,0.292,,,,2.192,5854.0,,,338.732
4468,HD 12235 c,HD 12235,Radial Velocity,2022,,3135.69506346,36336.70679,22.21,0.174,,1.1,,,,,31.7627
4469,Kepler-1848 b,Kepler-1848,Transit,2021,1.4088539,,5.604020119,,,,0.756,0.737,4847.0,,,309.696
4470,Kepler-402 c,Kepler-402,Transit,2014,1.56,,6.124821,0.068,,,,1.264,6090.0,,,625.339
4471,Kepler-182 c,Kepler-182,Transit,2014,3.43,,20.684342,0.157,,,,1.146,6250.0,,,1549.09
4472,HIP 79431 b,HIP 79431,Radial Velocity,2009,,667.415,111.7,0.36,0.29,,0.49,,3191.0,,M3 V,14.5324
4473,TOI-157 b,TOI-157,Transit,2020,14.414774,375.0394,2.0845435,0.03138,0.0,1588.0,0.948,1.167,5404.0,0.01995,G9 IV,355.683
4474,K2-115 b,K2-115,Transit,2017,11.80305668,321.00669107,20.2729914,0.1415,0.063,696.0,0.918,0.855,5870.0,-0.10791,,413.591
4475,Kepler-223 e,Kepler-223,Transit,2014,4.6,4.8,19.72567,,0.051,,1.125,1.72,,,,1859.71
4476,Kepler-424 b,Kepler-424,Transit,2014,9.98,327.35,3.3118644,0.044,,,1.01,0.94,5460.0,-0.15,,698.646
4477,Kepler-934 b,Kepler-934,Transit,2016,2.09,,55.6738309,,,,0.81,0.77,5001.0,,,608.738
4478,Kepler-1087 b,Kepler-1087,Transit,2016,0.61,,0.693842855,,,,0.96,0.94,5589.0,,,362.623
4479,Kepler-136 c,Kepler-136,Transit,2014,1.99,,16.399235,0.133,,,,1.355,6165.0,,,420.818
4480,Kepler-668 b,Kepler-668,Transit,2016,2.7,,8.35390639,,,,0.87,0.82,5352.0,,,784.618
